                              yr,doy,gpp_d,NPP_d,Rh_d,NEE_d,Precp,Evap,Transp,Runoff,SoilW,N_up,N_fix_d,N_dep_d,N_leach_d,N_vol_d,N_def,Q_L,Q_W,Q_R,Q_fine,Q_coarse,Q_M,Q_S,Q_P,N_leaf,N_wood,N_root,N_fine,N_coarse,N_micr,N_slowC,N_pass,QNminer,NSC,NSN
  1998,    169.,      9.7764,      7.2897,      5.6800,     -1.3244,      0.0000,      2.2879,      2.4485,      0.0000,      0.3881,      0.0580,      0.0000,      0.0064,      0.0000,      0.0011,      0.0000,    316.4416,  15910.1562,    438.1914,    232.9863,   1219.3679,    132.9897,   9918.9189,    901.1201,      6.3288,     45.4140,      7.3032,      5.8240,      4.0645,      9.9336,    573.0797,     75.0933,      0.0750,     70.5818,      6.1712,
  1998,    170.,     14.0210,      6.8932,      5.7494,      2.8760,      0.0000,      1.3822,      1.7200,      0.0000,      0.3860,      0.0578,      0.0000,      0.0064,      0.0000,      0.0011,      0.0000,    315.9846,  15912.3711,    439.4461,    231.9541,   1218.4747,    132.8414,   9919.1191,    901.1241,      6.3197,     45.4203,      7.3241,      5.7982,      4.0615,      9.9484,    573.0798,     75.0936,      0.0761,     72.3139,      6.1712,
  1998,    171.,      9.1872,      6.8289,      5.8012,     -1.9581,      0.0000,      2.2372,      2.3610,      0.0000,      0.3830,      0.0572,      0.0000,      0.0064,      0.0000,      0.0012,      0.0000,    315.5235,  15914.5469,    440.6707,    230.9121,   1217.5540,    132.6877,   9919.3184,    901.1282,      6.3105,     45.4265,      7.3445,      5.7722,      4.0585,      9.9639,    573.0801,     75.0939,      0.0772,     69.3281,      6.1712,
  1998,    172.,      9.9796,      6.5826,      5.7038,     -0.8769,      0.0000,      2.2160,      2.2380,      0.0000,      0.3800,      0.0552,      0.0000,      0.0064,      0.0000,      0.0011,      0.0000,    315.0575,  15916.5742,    441.7927,    229.9379,   1216.6785,    132.5328,   9919.5176,    901.1319,      6.3011,     45.4323,      7.3632,      5.7478,      4.0556,      9.9807,    573.0807,     75.0942,      0.0772,     67.5724,      6.1713,
  1998,    173.,     11.2447,      6.4834,      5.8880,      0.2942,      1.2000,      2.1274,      2.0242,      0.0000,      0.3780,      0.0543,      0.0000,      0.0064,      0.0000,      0.0012,      0.0000,    314.5872,  15918.5439,    442.8713,    228.8850,   1215.7102,    132.3692,   9919.7168,    901.1357,      6.2917,     45.4379,      7.3812,      5.7215,      4.0523,      9.9972,    573.0817,     75.0945,      0.0805,     67.2712,      6.1713,
  1998,    174.,     10.8819,      6.7554,      5.9868,     -0.1166,      1.4000,      2.2045,      1.9461,      0.0000,      0.3762,      0.0540,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    314.1246,  15920.4609,    443.9206,    227.7970,   1214.6912,    132.1986,   9919.9170,    901.1396,      6.2825,     45.4434,      7.3987,      5.6943,      4.0489,     10.0158,    573.0828,     75.0949,      0.0828,     66.0496,      6.1713,
  1998,    175.,     10.6221,      6.3319,      5.9830,     -0.3059,      0.0000,      2.0371,      2.0805,      0.0000,      0.3734,      0.0537,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    313.6826,  15922.3027,    444.9314,    226.7274,   1213.6715,    132.0241,   9920.1113,    901.1432,      6.2737,     45.4487,      7.4155,      5.6676,      4.0455,     10.0363,    573.0840,     75.0952,      0.0829,     65.3949,      6.1713,
  1998,    176.,      9.5383,      6.2584,      5.9842,     -1.3288,      0.0000,      2.3921,      2.1885,      0.0000,      0.3704,      0.0534,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    313.2587,  15924.0781,    445.9094,    225.6749,   1212.6489,    131.8458,   9920.3037,    901.1472,      6.2652,     45.4537,      7.4318,      5.6412,      4.0421,     10.0556,    573.0855,     75.0955,      0.0839,     63.7919,      6.1713,
  1998,    177.,      7.8098,      6.0129,      6.1485,     -3.0167,      0.0000,      2.5789,      2.4862,      0.0000,      0.3670,      0.0518,      0.0000,      0.0064,      0.0000,      0.0014,      0.0000,    312.8510,  15925.6846,    446.7860,    224.5570,   1211.5430,    131.6585,   9920.5000,    901.1512,      6.2570,     45.4583,      7.4464,      5.6133,      4.0384,     10.0752,    573.0872,     75.0958,      0.0879,     60.9108,      6.1713,
  1998,    178.,      6.7266,      5.7126,      6.3568,     -4.0660,      0.0000,      2.5740,      2.5710,      0.0000,      0.3636,      0.0496,      0.0000,      0.0064,      0.0000,      0.0015,      0.0000,    312.4581,  15927.0898,    447.5398,    223.3531,   1210.3322,    131.4604,   9920.7021,    901.1556,      6.2492,     45.4623,      7.4590,      5.5832,      4.0344,     10.0987,    573.0893,     75.0962,      0.0925,     57.4890,      6.1713,
  1998,    179.,      9.6785,      5.5596,      6.3403,     -0.9888,      0.0000,      2.0787,      2.2592,      0.0000,      0.3607,      0.0487,      0.0000,      0.0064,      0.0000,      0.0016,      0.0000,    312.0796,  15928.3770,    448.2299,    222.1773,   1209.1282,    131.2581,   9920.8936,    901.1599,      6.2416,     45.4660,      7.4705,      5.5538,      4.0304,     10.1270,    573.0916,     75.0966,      0.0920,     57.2809,      6.1713,
  1998,    180.,     10.0682,      5.5544,      6.2504,     -0.5094,      0.3000,      2.0489,      2.0370,      0.0000,      0.3582,      0.0490,      0.0000,      0.0064,      0.0000,      0.0015,      0.0000,    311.7158,  15929.6445,    448.9155,    221.0648,   1207.9666,    131.0547,   9921.0820,    901.1640,      6.2343,     45.4696,      7.4819,      5.5260,      4.0265,     10.1536,    573.0944,     75.0969,      0.0911,     57.4675,      6.1713,
  1998,    181.,     10.5760,      5.7627,      6.3055,      0.0022,      7.3000,      2.1415,      2.0041,      0.0000,      0.3603,      0.0486,      0.0000,      0.0064,      0.0000,      0.0016,      0.0000,    311.3691,  15930.8486,    449.5672,    219.9389,   1206.7754,    130.8457,   9921.2754,    901.1683,      6.2274,     45.4730,      7.4928,      5.4978,      4.0225,     10.1789,    573.0977,     75.0973,      0.0919,     57.7252,      6.1713,
  1998,    182.,     11.1359,      5.5997,      6.1106,      0.6533,      0.0000,      1.8731,      2.0965,      0.0000,      0.3576,      0.0500,      0.0000,      0.0064,      0.0000,      0.0015,      0.0000,    311.0420,  15932.1084,    450.2663,    218.9213,   1205.6775,    130.6399,   9921.4531,    901.1722,      6.2208,     45.4766,      7.5044,      5.4724,      4.0189,     10.2044,    573.1011,     75.0976,      0.0879,     58.8894,      6.1713,
  1998,    183.,     11.3147,      5.7376,      5.9580,      0.8765,      0.0000,      1.9267,      2.4127,      0.0000,      0.3547,      0.0514,      0.0000,      0.0064,      0.0000,      0.0014,      0.0000,    310.7264,  15933.4355,    451.0182,    217.9966,   1204.6528,    130.4366,   9921.6191,    901.1757,      6.2145,     45.4804,      7.5170,      5.4493,      4.0155,     10.2246,    573.1050,     75.0979,      0.0853,     59.9863,      6.1714,
  1998,    184.,      9.4493,      5.7217,      5.8499,     -0.8749,      0.0000,      2.1558,      2.1696,      0.0000,      0.3518,      0.0516,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    310.4215,  15934.7334,    451.7611,    217.1417,   1203.6794,    130.2352,   9921.7803,    901.1795,      6.2084,     45.4841,      7.5294,      5.4279,      4.0122,     10.2417,    573.1092,     75.0982,      0.0837,     59.2396,      6.1714,
  1998,    185.,      8.7958,      5.6531,      5.8438,     -1.4614,      0.0000,      2.0215,      1.9689,      0.0000,      0.3492,      0.0513,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    310.1262,  15935.9766,    452.4740,    216.3055,   1202.7069,    130.0326,   9921.9375,    901.1830,      6.2025,     45.4876,      7.5412,      5.4070,      4.0090,     10.2562,    573.1135,     75.0985,      0.0845,     57.9690,      6.1714,
  1998,    186.,     10.1108,      5.5666,      5.9540,     -0.1880,      0.6000,      1.8350,      1.8212,      0.0000,      0.3471,      0.0508,      0.0000,      0.0064,      0.0000,      0.0014,      0.0000,    309.8409,  15937.1465,    453.1500,    215.4295,   1201.6779,    129.8246,   9922.0986,    901.1866,      6.1968,     45.4910,      7.5525,      5.3851,      4.0056,     10.2721,    573.1184,     75.0988,      0.0853,     58.1683,      6.1714,
  1998,    187.,      9.9479,      5.5814,      5.7857,     -0.2028,      0.1000,      2.0868,      2.0689,      0.0000,      0.3444,      0.0512,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    309.5658,  15938.3135,    453.8297,    214.6509,   1200.7297,    129.6212,   9922.2451,    901.1905,      6.1913,     45.4943,      7.5638,      5.3656,      4.0024,     10.2886,    573.1231,     75.0991,      0.0826,     58.1698,      6.1714,
  1998,    188.,      8.3761,      5.7940,      5.6439,     -1.5723,      0.0000,      2.1162,      2.0678,      0.0000,      0.3417,      0.0508,      0.0000,      0.0064,      0.0000,      0.0012,      0.0000,    309.2986,  15939.4209,    454.4765,    213.9570,   1199.8507,    129.4223,   9922.3916,    901.1939,      6.1860,     45.4974,      7.5746,      5.3483,      3.9995,     10.3016,    573.1281,     75.0994,      0.0815,     56.1585,      6.1714,
  1998,    189.,      9.4564,      5.3621,      5.8539,     -0.5702,      0.0000,      1.5762,      1.6855,      0.0000,      0.3395,      0.0499,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    309.0391,  15940.4268,    455.0639,    213.1735,   1198.8654,    129.2153,   9922.5322,    901.1973,      6.1808,     45.5003,      7.5844,      5.3287,      3.9962,     10.3128,    573.1332,     75.0997,      0.0856,     56.0800,      6.1714,
  1998,    190.,      8.6338,      5.3456,      6.0757,     -1.5956,      0.0000,      1.8734,      1.7446,      0.0000,      0.3371,      0.0500,      0.0000,      0.0064,      0.0000,      0.0015,      0.0000,    308.7876,  15941.4121,    455.6429,    212.2951,   1197.7676,    128.9993,   9922.6758,    901.2009,      6.1758,     45.5031,      7.5940,      5.3067,      3.9925,     10.3263,    573.1387,     75.1000,      0.0897,     55.2145,      6.1714,
  1998,    191.,      8.7764,      5.3051,      6.1406,     -1.4935,      0.0000,      1.6068,      1.7354,      0.0000,      0.3348,      0.0499,      0.0000,      0.0064,      0.0000,      0.0015,      0.0000,    308.5436,  15942.3594,    456.2036,    211.4000,   1196.6350,    128.7794,   9922.8223,    901.2047,      6.1709,     45.5058,      7.6034,      5.2843,      3.9887,     10.3435,    573.1443,     75.1003,      0.0905,     54.5566,      6.1714,
  1998,    192.,      8.6732,      5.2302,      5.9017,     -1.3109,      0.0000,      1.4464,      1.8534,      0.0000,      0.3326,      0.0494,      0.0000,      0.0064,      0.0000,      0.0014,      0.0000,    308.3068,  15943.2451,    456.7324,    210.6368,   1195.6195,    128.5668,   9922.9590,    901.2079,      6.1661,     45.5084,      7.6122,      5.2653,      3.9854,     10.3625,    573.1501,     75.1006,      0.0864,     53.9171,      6.1714,
  1998,    193.,      9.8182,      5.2262,      5.7361,     -0.0054,      0.0000,      0.8760,      1.3944,      0.0000,      0.3311,      0.0496,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    308.0775,  15944.1172,    457.2579,    209.9668,   1194.6847,    128.3600,   9923.0918,    901.2116,      6.1615,     45.5108,      7.6210,      5.2485,      3.9822,     10.3775,    573.1561,     75.1009,      0.0836,     54.4217,      6.1714,
  1998,    194.,      8.3343,      5.2104,      5.6330,     -1.3735,      0.0000,      0.4074,      1.6007,      0.0000,      0.3298,      0.0497,      0.0000,      0.0064,      0.0000,      0.0012,      0.0000,    307.8566,  15944.9697,    457.7753,    209.3575,   1193.7997,    128.1571,   9923.2158,    901.2150,      6.1571,     45.5133,      7.6296,      5.2333,      3.9793,     10.3896,    573.1622,     75.1012,      0.0821,     53.4708,      6.1714,
  1998,    195.,      7.5220,      5.0795,      5.5120,     -1.9665,      0.0000,      0.4984,      1.8180,      0.0000,      0.3282,      0.0488,      0.0000,      0.0064,      0.0000,      0.0012,      0.0000,    307.6435,  15945.7314,    458.2386,    208.8167,   1192.9735,    127.9590,   9923.3330,    901.2185,      6.1529,     45.5154,      7.6373,      5.2197,      3.9765,     10.4007,    573.1686,     75.1015,      0.0806,     51.9367,      6.1715,
  1998,    196.,      7.6989,      4.9386,      5.5227,     -1.6788,      0.0000,      0.5273,      1.9370,      0.0000,      0.3266,      0.0478,      0.0000,      0.0064,      0.0000,      0.0012,      0.0000,    307.4373,  15946.3965,    458.6440,    208.2800,   1192.1405,    127.7615,   9923.4512,    901.2215,      6.1487,     45.5173,      7.6441,      5.2063,      3.9738,     10.4100,    573.1747,     75.1017,      0.0819,     50.8419,      6.1715,
  1998,    197.,      9.1126,      4.8998,      5.8462,     -0.5465,      0.0000,      0.3907,      1.1526,      0.0000,      0.3256,      0.0477,      0.0000,      0.0064,      0.0000,      0.0014,      0.0000,    307.2381,  15947.0283,    459.0327,    207.5957,   1191.1447,    127.5527,   9923.5645,    901.2250,      6.1448,     45.5191,      7.6505,      5.1892,      3.9704,     10.4189,    573.1813,     75.1020,      0.0875,     51.2419,      6.1715,
  1998,    198.,      8.0245,      4.8768,      5.9982,     -1.7659,      0.0000,      0.3863,      1.2071,      0.0000,      0.3245,      0.0477,      0.0000,      0.0064,      0.0000,      0.0015,      0.0000,    307.0467,  15947.6377,    459.4107,    206.8473,   1190.0710,    127.3382,   9923.6846,    901.2284,      6.1409,     45.5209,      7.6568,      5.1705,      3.9669,     10.4320,    573.1883,     75.1023,      0.0904,     50.5974,      6.1715,
  1998,    199.,      5.0987,      4.8773,      5.9349,     -4.4376,      0.0000,      0.4943,      2.0486,      0.0000,      0.3228,      0.0457,      0.0000,      0.0064,      0.0000,      0.0015,      0.0000,    306.8615,  15948.0840,    459.6866,    206.1404,   1189.0273,    127.1255,   9923.7959,    901.2316,      6.1372,     45.5221,      7.6614,      5.1528,      3.9634,     10.4490,    573.1954,     75.1026,      0.0900,     46.9644,      6.1715,
  1998,    200.,      6.6215,      4.4391,      5.9129,     -2.7448,      0.0000,      0.4742,      1.7453,      0.0000,      0.3213,      0.0443,      0.0000,      0.0064,      0.0000,      0.0015,      0.0000,    306.6814,  15948.4082,    459.8876,    205.4548,   1187.9932,    126.9136,   9923.9072,    901.2354,      6.1336,     45.5230,      7.6648,      5.1357,      3.9599,     10.4646,    573.2026,     75.1029,      0.0918,     45.6934,      6.1715,
  1998,    201.,      6.5921,      4.3405,      6.1278,     -2.9054,      0.0000,      0.4257,      1.9323,      0.0000,      0.3198,      0.0437,      0.0000,      0.0064,      0.0000,      0.0016,      0.0000,    306.5062,  15948.6660,    460.0486,    204.6770,   1186.8494,    126.6937,   9924.0176,    901.2390,      6.1301,     45.5238,      7.6675,      5.1163,      3.9561,     10.4810,    573.2104,     75.1032,      0.0956,     44.5753,      6.1715,
  1998,    202.,      6.3565,      4.2520,      6.2177,     -3.1594,      0.0000,      0.2514,      2.0008,      0.0000,      0.3183,      0.0431,      0.0000,      0.0064,      0.0000,      0.0017,      0.0000,    306.3358,  15948.8613,    460.1737,    203.8674,   1185.6588,    126.4697,   9924.1221,    901.2426,      6.1267,     45.5243,      7.6696,      5.0960,      3.9522,     10.4998,    573.2186,     75.1035,      0.0981,     43.3815,      6.1715,
  1998,    203.,      5.8564,      4.1049,      6.4331,     -3.7584,      1.5000,      0.2486,      1.9968,      0.0000,      0.3178,      0.0420,      0.0000,      0.0064,      0.0000,      0.0018,      0.0000,    306.1698,  15948.9609,    460.2395,    202.9668,   1184.3582,    126.2368,   9924.2314,    901.2463,      6.1234,     45.5246,      7.6707,      5.0735,      3.9478,     10.5200,    573.2272,     75.1038,      0.1022,     41.9513,      6.1715,
  1998,    204.,      7.2150,      4.0251,      6.3956,     -2.3089,      1.3000,      1.2117,      1.5100,      0.0000,      0.3168,      0.0415,      0.0000,      0.0064,      0.0000,      0.0019,      0.0000,    306.0127,  15949.0039,    460.2734,    202.0922,   1183.0740,    126.0038,   9924.3350,    901.2501,      6.1203,     45.5247,      7.6712,      5.0516,      3.9435,     10.5444,    573.2361,     75.1041,      0.1017,     42.0128,      6.1715,
